"date","store","item","year","month","demand"
2016-05-03,1,1,2016,5,29
2016-05-04,1,1,2016,5,24
2016-05-05,1,1,2016,5,17
2016-05-06,1,1,2016,5,23
2016-05-07,1,1,2016,5,23
2016-05-08,1,1,2016,5,26
2016-05-09,1,1,2016,5,18
2016-05-10,1,1,2016,5,29
2016-05-11,1,1,2016,5,21
2016-05-12,1,1,2016,5,19
2016-05-13,1,1,2016,5,26
2016-05-14,1,1,2016,5,30
2016-05-15,1,1,2016,5,39
2016-05-16,1,1,2016,5,13
2016-05-17,1,1,2016,5,25
2016-05-18,1,1,2016,5,33
2016-05-19,1,1,2016,5,26
2016-05-20,1,1,2016,5,28
2016-05-21,1,1,2016,5,35
2016-05-22,1,1,2016,5,32
2016-05-23,1,1,2016,5,22
2016-05-24,1,1,2016,5,26
2016-05-25,1,1,2016,5,29
2016-05-26,1,1,2016,5,17
2016-05-27,1,1,2016,5,26
2016-05-28,1,1,2016,5,33
2016-05-29,1,1,2016,5,29
2016-05-30,1,1,2016,5,18
2016-05-31,1,1,2016,5,18
2016-06-01,1,1,2016,6,24
2016-06-02,1,1,2016,6,25
2016-06-03,1,1,2016,6,38
2016-06-04,1,1,2016,6,28
2016-06-05,1,1,2016,6,35
2016-06-06,1,1,2016,6,23
2016-06-07,1,1,2016,6,22
2016-06-08,1,1,2016,6,22
2016-06-09,1,1,2016,6,24
2016-06-10,1,1,2016,6,34
2016-06-11,1,1,2016,6,31
2016-06-12,1,1,2016,6,22
2016-06-13,1,1,2016,6,22
2016-06-14,1,1,2016,6,25
2016-06-15,1,1,2016,6,22
2016-06-16,1,1,2016,6,30
2016-06-17,1,1,2016,6,22
2016-06-18,1,1,2016,6,27
2016-06-19,1,1,2016,6,28
2016-06-20,1,1,2016,6,15
2016-06-21,1,1,2016,6,25
2016-06-22,1,1,2016,6,25
2016-06-23,1,1,2016,6,23
2016-06-24,1,1,2016,6,31
2016-06-25,1,1,2016,6,31
2016-06-26,1,1,2016,6,32
2016-06-27,1,1,2016,6,26
2016-06-28,1,1,2016,6,28
2016-06-29,1,1,2016,6,25
2016-06-30,1,1,2016,6,25
2016-07-01,1,1,2016,7,42
2016-07-02,1,1,2016,7,32
2016-07-03,1,1,2016,7,35
2016-07-04,1,1,2016,7,18
2016-07-05,1,1,2016,7,31
2016-07-06,1,1,2016,7,22
2016-07-07,1,1,2016,7,33
2016-07-08,1,1,2016,7,34
2016-07-09,1,1,2016,7,35
2016-07-10,1,1,2016,7,28
2016-07-11,1,1,2016,7,18
2016-07-12,1,1,2016,7,27
2016-07-13,1,1,2016,7,30
2016-07-14,1,1,2016,7,22
2016-07-15,1,1,2016,7,33
2016-07-16,1,1,2016,7,34
2016-07-17,1,1,2016,7,37
2016-07-18,1,1,2016,7,24
2016-07-19,1,1,2016,7,25
2016-07-20,1,1,2016,7,22
2016-07-21,1,1,2016,7,34
2016-07-22,1,1,2016,7,26
2016-07-23,1,1,2016,7,34
2016-07-24,1,1,2016,7,25
2016-07-25,1,1,2016,7,21
2016-07-26,1,1,2016,7,24
2016-07-27,1,1,2016,7,28
2016-07-28,1,1,2016,7,30
2016-07-29,1,1,2016,7,30
2016-07-30,1,1,2016,7,38
2016-07-31,1,1,2016,7,31
2016-08-01,1,1,2016,8,21
2016-08-02,1,1,2016,8,22
2016-08-03,1,1,2016,8,28
2016-08-04,1,1,2016,8,34
2016-08-05,1,1,2016,8,24
2016-08-06,1,1,2016,8,20
2016-08-07,1,1,2016,8,31
2016-08-08,1,1,2016,8,11
2016-08-09,1,1,2016,8,26
2016-08-10,1,1,2016,8,21
2016-08-11,1,1,2016,8,23
2016-08-12,1,1,2016,8,16
2016-08-13,1,1,2016,8,27
2016-08-14,1,1,2016,8,36
2016-08-15,1,1,2016,8,24
2016-08-16,1,1,2016,8,15
2016-08-17,1,1,2016,8,25
2016-08-18,1,1,2016,8,26
2016-08-19,1,1,2016,8,29
2016-08-20,1,1,2016,8,30
2016-08-21,1,1,2016,8,22
2016-08-22,1,1,2016,8,15
2016-08-23,1,1,2016,8,24
2016-08-24,1,1,2016,8,32
2016-08-25,1,1,2016,8,17
2016-08-26,1,1,2016,8,25
2016-08-27,1,1,2016,8,24
2016-08-28,1,1,2016,8,34
2016-08-29,1,1,2016,8,14
2016-08-30,1,1,2016,8,14
2016-08-31,1,1,2016,8,17
2016-09-01,1,1,2016,9,18
2016-09-02,1,1,2016,9,20
2016-09-03,1,1,2016,9,31
2016-09-04,1,1,2016,9,25
2016-09-05,1,1,2016,9,32
2016-09-06,1,1,2016,9,28
2016-09-07,1,1,2016,9,18
2016-09-08,1,1,2016,9,28
2016-09-09,1,1,2016,9,26
2016-09-10,1,1,2016,9,25
2016-09-11,1,1,2016,9,24
2016-09-12,1,1,2016,9,24
2016-09-13,1,1,2016,9,24
2016-09-14,1,1,2016,9,19
2016-09-15,1,1,2016,9,20
2016-09-16,1,1,2016,9,19
2016-09-17,1,1,2016,9,19
2016-09-18,1,1,2016,9,27
2016-09-19,1,1,2016,9,19
2016-09-20,1,1,2016,9,23
2016-09-21,1,1,2016,9,25
2016-09-22,1,1,2016,9,25
2016-09-23,1,1,2016,9,24
2016-09-24,1,1,2016,9,26
2016-09-25,1,1,2016,9,27
2016-09-26,1,1,2016,9,17
2016-09-27,1,1,2016,9,18
2016-09-28,1,1,2016,9,27
2016-09-29,1,1,2016,9,28
2016-09-30,1,1,2016,9,23
2016-10-01,1,1,2016,10,25
2016-10-02,1,1,2016,10,26
2016-10-03,1,1,2016,10,20
2016-10-04,1,1,2016,10,28
2016-10-05,1,1,2016,10,17
2016-10-06,1,1,2016,10,22
2016-10-07,1,1,2016,10,19
2016-10-08,1,1,2016,10,24
2016-10-09,1,1,2016,10,29
2016-10-10,1,1,2016,10,18
2016-10-11,1,1,2016,10,18
2016-10-12,1,1,2016,10,16
2016-10-13,1,1,2016,10,16
2016-10-14,1,1,2016,10,32
2016-10-15,1,1,2016,10,32
2016-10-16,1,1,2016,10,26
2016-10-17,1,1,2016,10,20
2016-10-18,1,1,2016,10,21
2016-10-19,1,1,2016,10,20
2016-10-20,1,1,2016,10,30
2016-10-21,1,1,2016,10,25
2016-10-22,1,1,2016,10,26
2016-10-23,1,1,2016,10,21
2016-10-24,1,1,2016,10,16
2016-10-25,1,1,2016,10,13
2016-10-26,1,1,2016,10,16
2016-10-27,1,1,2016,10,25
2016-10-28,1,1,2016,10,18
2016-10-29,1,1,2016,10,23
2016-10-30,1,1,2016,10,33
2016-10-31,1,1,2016,10,24
2016-11-01,1,1,2016,11,22
2016-11-02,1,1,2016,11,23
2016-11-03,1,1,2016,11,23
2016-11-04,1,1,2016,11,22
2016-11-05,1,1,2016,11,29
2016-11-06,1,1,2016,11,18
2016-11-07,1,1,2016,11,17
2016-11-08,1,1,2016,11,19
2016-11-09,1,1,2016,11,22
2016-11-10,1,1,2016,11,18
2016-11-11,1,1,2016,11,26
2016-11-12,1,1,2016,11,26
2016-11-13,1,1,2016,11,36
2016-11-14,1,1,2016,11,17
2016-11-15,1,1,2016,11,22
2016-11-16,1,1,2016,11,20
2016-11-17,1,1,2016,11,19
2016-11-18,1,1,2016,11,21
2016-11-19,1,1,2016,11,36
2016-11-20,1,1,2016,11,22
2016-11-21,1,1,2016,11,14
2016-11-22,1,1,2016,11,18
2016-11-23,1,1,2016,11,20
2016-11-24,1,1,2016,11,18
2016-11-25,1,1,2016,11,26
2016-11-26,1,1,2016,11,20
2016-11-27,1,1,2016,11,20
2016-11-28,1,1,2016,11,22
2016-11-29,1,1,2016,11,27
2016-11-30,1,1,2016,11,19
2016-12-01,1,1,2016,12,13
2016-12-02,1,1,2016,12,11
2016-12-03,1,1,2016,12,19
2016-12-04,1,1,2016,12,24
2016-12-05,1,1,2016,12,13
2016-12-06,1,1,2016,12,10
2016-12-07,1,1,2016,12,17
2016-12-08,1,1,2016,12,15
2016-12-09,1,1,2016,12,7
2016-12-10,1,1,2016,12,12
2016-12-11,1,1,2016,12,20
2016-12-12,1,1,2016,12,12
2016-12-13,1,1,2016,12,23
2016-12-14,1,1,2016,12,12
2016-12-15,1,1,2016,12,10
2016-12-16,1,1,2016,12,15
2016-12-17,1,1,2016,12,19
2016-12-18,1,1,2016,12,22
2016-12-19,1,1,2016,12,17
2016-12-20,1,1,2016,12,18
2016-12-21,1,1,2016,12,12
2016-12-22,1,1,2016,12,20
2016-12-23,1,1,2016,12,21
2016-12-24,1,1,2016,12,13
2016-12-25,1,1,2016,12,20
2016-12-26,1,1,2016,12,16
2016-12-27,1,1,2016,12,10
2016-12-28,1,1,2016,12,16
2016-12-29,1,1,2016,12,21
2016-12-30,1,1,2016,12,24
2016-12-31,1,1,2016,12,14
2017-01-01,1,1,2017,1,19
2017-01-02,1,1,2017,1,15
2017-01-03,1,1,2017,1,10
2017-01-04,1,1,2017,1,16
2017-01-05,1,1,2017,1,14
2017-01-06,1,1,2017,1,24
2017-01-07,1,1,2017,1,14
2017-01-08,1,1,2017,1,20
2017-01-09,1,1,2017,1,18
2017-01-10,1,1,2017,1,11
2017-01-11,1,1,2017,1,14
2017-01-12,1,1,2017,1,17
2017-01-13,1,1,2017,1,7
2017-01-14,1,1,2017,1,16
2017-01-15,1,1,2017,1,29
2017-01-16,1,1,2017,1,15
2017-01-17,1,1,2017,1,14
2017-01-18,1,1,2017,1,10
2017-01-19,1,1,2017,1,16
2017-01-20,1,1,2017,1,22
2017-01-21,1,1,2017,1,13
2017-01-22,1,1,2017,1,21
2017-01-23,1,1,2017,1,9
2017-01-24,1,1,2017,1,18
2017-01-25,1,1,2017,1,14
2017-01-26,1,1,2017,1,13
2017-01-27,1,1,2017,1,10
2017-01-28,1,1,2017,1,16
2017-01-29,1,1,2017,1,24
2017-01-30,1,1,2017,1,9
2017-01-31,1,1,2017,1,17
2017-02-01,1,1,2017,2,15
2017-02-02,1,1,2017,2,17
2017-02-03,1,1,2017,2,24
2017-02-04,1,1,2017,2,25
2017-02-05,1,1,2017,2,25
2017-02-06,1,1,2017,2,16
2017-02-07,1,1,2017,2,12
2017-02-08,1,1,2017,2,20
2017-02-09,1,1,2017,2,16
2017-02-10,1,1,2017,2,16
2017-02-11,1,1,2017,2,18
2017-02-12,1,1,2017,2,19
2017-02-13,1,1,2017,2,11
2017-02-14,1,1,2017,2,15
2017-02-15,1,1,2017,2,22
2017-02-16,1,1,2017,2,11
2017-02-17,1,1,2017,2,17
2017-02-18,1,1,2017,2,22
2017-02-19,1,1,2017,2,18
2017-02-20,1,1,2017,2,5
2017-02-21,1,1,2017,2,14
2017-02-22,1,1,2017,2,12
2017-02-23,1,1,2017,2,26
2017-02-24,1,1,2017,2,15
2017-02-25,1,1,2017,2,16
2017-02-26,1,1,2017,2,28
2017-02-27,1,1,2017,2,12
2017-02-28,1,1,2017,2,20
2017-03-01,1,1,2017,3,16
2017-03-02,1,1,2017,3,23
2017-03-03,1,1,2017,3,22
2017-03-04,1,1,2017,3,13
2017-03-05,1,1,2017,3,25
2017-03-06,1,1,2017,3,11
2017-03-07,1,1,2017,3,14
2017-03-08,1,1,2017,3,17
2017-03-09,1,1,2017,3,16
2017-03-10,1,1,2017,3,18
2017-03-11,1,1,2017,3,15
2017-03-12,1,1,2017,3,21
2017-03-13,1,1,2017,3,14
2017-03-14,1,1,2017,3,24
2017-03-15,1,1,2017,3,22
2017-03-16,1,1,2017,3,23
2017-03-17,1,1,2017,3,17
2017-03-18,1,1,2017,3,20
2017-03-19,1,1,2017,3,25
2017-03-20,1,1,2017,3,14
2017-03-21,1,1,2017,3,13
2017-03-22,1,1,2017,3,23
2017-03-23,1,1,2017,3,18
2017-03-24,1,1,2017,3,19
2017-03-25,1,1,2017,3,20
2017-03-26,1,1,2017,3,17
2017-03-27,1,1,2017,3,21
2017-03-28,1,1,2017,3,13
2017-03-29,1,1,2017,3,12
2017-03-30,1,1,2017,3,22
2017-03-31,1,1,2017,3,13
2017-04-01,1,1,2017,4,26
2017-04-02,1,1,2017,4,21
2017-04-03,1,1,2017,4,17
2017-04-04,1,1,2017,4,22
2017-04-05,1,1,2017,4,21
2017-04-06,1,1,2017,4,25
2017-04-07,1,1,2017,4,25
2017-04-08,1,1,2017,4,23
2017-04-09,1,1,2017,4,20
2017-04-10,1,1,2017,4,19
2017-04-11,1,1,2017,4,21
2017-04-12,1,1,2017,4,17
2017-04-13,1,1,2017,4,25
2017-04-14,1,1,2017,4,15
2017-04-15,1,1,2017,4,20
2017-04-16,1,1,2017,4,32
2017-04-17,1,1,2017,4,13
2017-04-18,1,1,2017,4,21
2017-04-19,1,1,2017,4,19
2017-04-20,1,1,2017,4,26
2017-04-21,1,1,2017,4,27
2017-04-22,1,1,2017,4,19
2017-04-23,1,1,2017,4,22
2017-04-24,1,1,2017,4,17
2017-04-25,1,1,2017,4,26
2017-04-26,1,1,2017,4,22
2017-04-27,1,1,2017,4,26
2017-04-28,1,1,2017,4,25
2017-04-29,1,1,2017,4,32
2017-04-30,1,1,2017,4,33
2017-05-01,1,1,2017,5,15
2017-05-02,1,1,2017,5,21
2017-05-03,1,1,2017,5,29
2017-05-04,1,1,2017,5,19
2017-05-05,1,1,2017,5,28
2017-05-06,1,1,2017,5,34
2017-05-07,1,1,2017,5,31
2017-05-08,1,1,2017,5,24
2017-05-09,1,1,2017,5,32
2017-05-10,1,1,2017,5,17
2017-05-11,1,1,2017,5,18
2017-05-12,1,1,2017,5,26
2017-05-13,1,1,2017,5,25
2017-05-14,1,1,2017,5,32
2017-05-15,1,1,2017,5,17
2017-05-16,1,1,2017,5,24
2017-05-17,1,1,2017,5,16
2017-05-18,1,1,2017,5,32
2017-05-19,1,1,2017,5,35
2017-05-20,1,1,2017,5,34
2017-05-21,1,1,2017,5,25
2017-05-22,1,1,2017,5,20
2017-05-23,1,1,2017,5,15
2017-05-24,1,1,2017,5,30
2017-05-25,1,1,2017,5,22
2017-05-26,1,1,2017,5,24
2017-05-27,1,1,2017,5,35
2017-05-28,1,1,2017,5,33
2017-05-29,1,1,2017,5,23
2017-05-30,1,1,2017,5,17
2017-05-31,1,1,2017,5,20
2017-06-01,1,1,2017,6,29
2017-06-02,1,1,2017,6,25
2017-06-03,1,1,2017,6,36
2017-06-04,1,1,2017,6,27
2017-06-05,1,1,2017,6,22
2017-06-06,1,1,2017,6,22
2017-06-07,1,1,2017,6,29
2017-06-08,1,1,2017,6,26
2017-06-09,1,1,2017,6,16
2017-06-10,1,1,2017,6,41
2017-06-11,1,1,2017,6,28
2017-06-12,1,1,2017,6,23
2017-06-13,1,1,2017,6,26
2017-06-14,1,1,2017,6,32
2017-06-15,1,1,2017,6,30
2017-06-16,1,1,2017,6,26
2017-06-17,1,1,2017,6,31
2017-06-18,1,1,2017,6,38
2017-06-19,1,1,2017,6,30
2017-06-20,1,1,2017,6,22
2017-06-21,1,1,2017,6,26
2017-06-22,1,1,2017,6,24
2017-06-23,1,1,2017,6,26
2017-06-24,1,1,2017,6,30
2017-06-25,1,1,2017,6,26
2017-06-26,1,1,2017,6,21
2017-06-27,1,1,2017,6,32
2017-06-28,1,1,2017,6,50
2017-06-29,1,1,2017,6,28
2017-06-30,1,1,2017,6,28
2017-07-01,1,1,2017,7,31
2017-07-02,1,1,2017,7,38
2017-07-03,1,1,2017,7,18
2017-07-04,1,1,2017,7,23
2017-07-05,1,1,2017,7,23
2017-07-06,1,1,2017,7,31
2017-07-07,1,1,2017,7,32
2017-07-08,1,1,2017,7,27
2017-07-09,1,1,2017,7,32
2017-07-10,1,1,2017,7,16
2017-07-11,1,1,2017,7,23
2017-07-12,1,1,2017,7,29
2017-07-13,1,1,2017,7,22
2017-07-14,1,1,2017,7,38
2017-07-15,1,1,2017,7,40
2017-07-16,1,1,2017,7,36
2017-07-17,1,1,2017,7,20
2017-07-18,1,1,2017,7,26
2017-07-19,1,1,2017,7,24
2017-07-20,1,1,2017,7,37
2017-07-21,1,1,2017,7,27
2017-07-22,1,1,2017,7,35
2017-07-23,1,1,2017,7,32
2017-07-24,1,1,2017,7,27
2017-07-25,1,1,2017,7,20
2017-07-26,1,1,2017,7,28
2017-07-27,1,1,2017,7,35
2017-07-28,1,1,2017,7,25
2017-07-29,1,1,2017,7,30
2017-07-30,1,1,2017,7,26
2017-07-31,1,1,2017,7,22
2017-08-01,1,1,2017,8,18
2017-08-02,1,1,2017,8,19
2017-08-03,1,1,2017,8,25
2017-08-04,1,1,2017,8,26
2017-08-05,1,1,2017,8,35
2017-08-06,1,1,2017,8,29
2017-08-07,1,1,2017,8,20
2017-08-08,1,1,2017,8,28
2017-08-09,1,1,2017,8,28
2017-08-10,1,1,2017,8,31
2017-08-11,1,1,2017,8,25
2017-08-12,1,1,2017,8,32
2017-08-13,1,1,2017,8,32
2017-08-14,1,1,2017,8,26
2017-08-15,1,1,2017,8,18
2017-08-16,1,1,2017,8,24
2017-08-17,1,1,2017,8,21
2017-08-18,1,1,2017,8,35
2017-08-19,1,1,2017,8,29
2017-08-20,1,1,2017,8,27
2017-08-21,1,1,2017,8,19
2017-08-22,1,1,2017,8,28
2017-08-23,1,1,2017,8,26
2017-08-24,1,1,2017,8,15
2017-08-25,1,1,2017,8,30
2017-08-26,1,1,2017,8,38
2017-08-27,1,1,2017,8,26
2017-08-28,1,1,2017,8,15
2017-08-29,1,1,2017,8,21
2017-08-30,1,1,2017,8,22
2017-08-31,1,1,2017,8,26
2017-09-01,1,1,2017,9,38
2017-09-02,1,1,2017,9,26
2017-09-03,1,1,2017,9,23
2017-09-04,1,1,2017,9,12
2017-09-05,1,1,2017,9,26
2017-09-06,1,1,2017,9,24
2017-09-07,1,1,2017,9,29
2017-09-08,1,1,2017,9,28
2017-09-09,1,1,2017,9,28
2017-09-10,1,1,2017,9,30
2017-09-11,1,1,2017,9,16
2017-09-12,1,1,2017,9,20
2017-09-13,1,1,2017,9,13
2017-09-14,1,1,2017,9,26
2017-09-15,1,1,2017,9,28
2017-09-16,1,1,2017,9,27
2017-09-17,1,1,2017,9,30
2017-09-18,1,1,2017,9,22
2017-09-19,1,1,2017,9,21
2017-09-20,1,1,2017,9,20
2017-09-21,1,1,2017,9,20
2017-09-22,1,1,2017,9,28
2017-09-23,1,1,2017,9,37
2017-09-24,1,1,2017,9,24
2017-09-25,1,1,2017,9,14
2017-09-26,1,1,2017,9,18
2017-09-27,1,1,2017,9,27
2017-09-28,1,1,2017,9,23
2017-09-29,1,1,2017,9,28
2017-09-30,1,1,2017,9,30
2017-10-01,1,1,2017,10,21
2017-10-02,1,1,2017,10,12
2017-10-03,1,1,2017,10,18
2017-10-04,1,1,2017,10,15
2017-10-05,1,1,2017,10,20
2017-10-06,1,1,2017,10,19
2017-10-07,1,1,2017,10,22
2017-10-08,1,1,2017,10,19
2017-10-09,1,1,2017,10,9
2017-10-10,1,1,2017,10,23
2017-10-11,1,1,2017,10,14
2017-10-12,1,1,2017,10,24
2017-10-13,1,1,2017,10,23
2017-10-14,1,1,2017,10,26
2017-10-15,1,1,2017,10,28
2017-10-16,1,1,2017,10,19
2017-10-17,1,1,2017,10,17
2017-10-18,1,1,2017,10,15
2017-10-19,1,1,2017,10,26
2017-10-20,1,1,2017,10,22
2017-10-21,1,1,2017,10,26
2017-10-22,1,1,2017,10,32
2017-10-23,1,1,2017,10,20
2017-10-24,1,1,2017,10,23
2017-10-25,1,1,2017,10,22
2017-10-26,1,1,2017,10,28
2017-10-27,1,1,2017,10,20
2017-10-28,1,1,2017,10,22
2017-10-29,1,1,2017,10,29
2017-10-30,1,1,2017,10,22
2017-10-31,1,1,2017,10,24
2017-11-01,1,1,2017,11,16
2017-11-02,1,1,2017,11,21
2017-11-03,1,1,2017,11,18
2017-11-04,1,1,2017,11,34
2017-11-05,1,1,2017,11,23
2017-11-06,1,1,2017,11,17
2017-11-07,1,1,2017,11,23
2017-11-08,1,1,2017,11,14
2017-11-09,1,1,2017,11,21
2017-11-10,1,1,2017,11,19
2017-11-11,1,1,2017,11,24
2017-11-12,1,1,2017,11,27
2017-11-13,1,1,2017,11,22
2017-11-14,1,1,2017,11,16
2017-11-15,1,1,2017,11,19
2017-11-16,1,1,2017,11,22
2017-11-17,1,1,2017,11,25
2017-11-18,1,1,2017,11,31
2017-11-19,1,1,2017,11,32
2017-11-20,1,1,2017,11,21
2017-11-21,1,1,2017,11,29
2017-11-22,1,1,2017,11,27
2017-11-23,1,1,2017,11,25
2017-11-24,1,1,2017,11,22
2017-11-25,1,1,2017,11,29
2017-11-26,1,1,2017,11,24
2017-11-27,1,1,2017,11,10
2017-11-28,1,1,2017,11,14
2017-11-29,1,1,2017,11,28
2017-11-30,1,1,2017,11,15
2017-12-01,1,1,2017,12,19
2017-12-02,1,1,2017,12,16
2017-12-03,1,1,2017,12,31
2017-12-04,1,1,2017,12,7
2017-12-05,1,1,2017,12,20
2017-12-06,1,1,2017,12,17
2017-12-07,1,1,2017,12,18
2017-12-08,1,1,2017,12,17
2017-12-09,1,1,2017,12,27
2017-12-10,1,1,2017,12,20
2017-12-11,1,1,2017,12,20
2017-12-12,1,1,2017,12,13
2017-12-13,1,1,2017,12,17
2017-12-14,1,1,2017,12,14
2017-12-15,1,1,2017,12,16
2017-12-16,1,1,2017,12,15
2017-12-17,1,1,2017,12,22
2017-12-18,1,1,2017,12,19
2017-12-19,1,1,2017,12,7
2017-12-20,1,1,2017,12,16
2017-12-21,1,1,2017,12,12
2017-12-22,1,1,2017,12,6
2017-12-23,1,1,2017,12,18
2017-12-24,1,1,2017,12,19
2017-12-25,1,1,2017,12,13
2017-12-26,1,1,2017,12,16
2017-12-27,1,1,2017,12,14
2017-12-28,1,1,2017,12,19
2017-12-29,1,1,2017,12,15
2017-12-30,1,1,2017,12,27
2017-12-31,1,1,2017,12,23
